5	0
6	0.1
7	0.7
8	0
9	0
10	0
11	0
12	0.9
13	1
14	1.4
15	1.8
16	2.9
17	2.9
18	4.8
19	5.1
20	8.1
21	7.3
22	11.8
23	10.4
24	16.6
25	15.7
26	19.8
27	20.7
28	30
29	29.4
30	35.4
31	38.2
32	43.8
33	46.9
34	52.6
35	63
36	74.5
37	71.1
38	79.5
39	95.6
40	98
41	106.6
42	126.2
43	120
44	149.8
45	165
46	177.8
47	183.2
48	196.6
49	226.2
50	227
51	242.3
52	281.9
53	291
54	330.2
55	345.5
56	383
57	375.6
58	388.2
59	362.5
60	440.3
61	525.1
62	520.7
63	533.6
64	593.1
65	612.4
66	629.1
67	664.5
68	765.7
69	827.9
70	768.2
71	960.1
72	1076.5
73	935.6
74	1006
75	1115.2
76	1307.5
77	1270.4
78	1380.4
79	1399
80	1796.7
81	1613.4
82	2046.1
83	1589
84	1828.5
85	1989.9
86	2061.9
87	2084.9
88	2341.2
89	2328.4
90	2475.5
91	2520.5
92	2773.8
93	2696.4
94	2949
95	2894.6
96	3373.6
97	3301.3
98	3255.1
99	3505.5
100	3801.4
