0	5.42
0	5.44
0	5.47
0	5.47
0	5.58
0	5.68
0	5.78
0	7.69
0	7.72
0	7.75
0	8.08
0	8.17
0	8.54
1	8.16
1	8.31
1	8.75
1	10.05
2	8.87
2	16.64
3	9.03
3	9.31
3	10.33
3	12.06
3	12.32
3	13.07
3	13.81
3	14.3
3	14.81
4	12.25
4	12.26
4	13.09
4	13.36
5	14.74
5	15.57
6	13.03
6	14.11
6	15.38
6	15.61
6	15.73
7	15.66
7	15.96
7	15.99
7	16.22
7	22.17
7	22.27
8	15.75
9	16.21
9	19.03
9	20.53
10	16.18
10	19.44
10	19.73
10	22.76
10	23.21
11	16.42
11	21.51
11	22.5
12	18.02
12	19.87
12	23.1
13	17.1
13	20.18
13	21.05
13	25.93
13	31.68
13	68.49
14	24.28
14	29.18
15	20.57
15	22.19
15	24.83
15	29.56
17	30.89
18	18.65
18	26.77
19	26.15
19	31.22
19	32.71
19	42.83
20	19.09
20	27.33
20	30.34
22	22.83
22	30.04
24	40.66
25	38.11
25	44.45
25	45.39
26	33.94
26	38.77
28	27.89
28	32.42
28	32.93
28	38.44
28	44.25
29	44.65
30	38.34
30	40.47
31	39.52
33	39.13
