1	8
2	17
3	28
4	41
5	56
6	73
7	92
8	113
9	136
10	161
11	188
12	217
13	248
14	281
15	316
16	353
17	392
18	433
19	476
20	521
21	568
22	617
23	668
24	721
25	776
26	833
27	892
28	953
29	1016
30	1081
31	1148
32	1217
33	1288
34	1361
35	1436
36	1513
37	1592
38	1673
39	1756
40	1841
41	1928
42	2017
43	2108
44	2201
45	2296
46	2393
47	2492
48	2593
49	2696
50	2801
51	2908
52	3017
53	3128
54	3241
55	3356
56	3473
57	3592
58	3713
59	3836
60	3961
61	4088
62	4217
63	4348
64	4481
65	4616
66	4753
67	4892
68	5033
69	5176
70	5321
71	5468
72	5617
73	5768
74	5921
75	6076
76	6233
77	6392
78	6553
79	6716
80	6881
81	7048
82	7217
83	7388
84	7561
85	7736
86	7913
87	8092
88	8273
89	8456
90	8641
91	8828
92	9017
93	9208
94	9401
95	9596
96	9793
97	9992
98	10193
99	10396
