477	0.009
1284	0.005
2865	0.002
2907	0.003
3254	0.002
3665	0.002
3897	0.002
4501	0.003
5151	0.003
5641	0.003
8056	0.001
10047	0.002
11507	0.002
13298	0.002
13328	0.002
14526	0.002
14959	0.002
15141	0.002
15401	0.002
18011	0.002
18574	0.002
18899	0.002
20916	0.002
22054	0.002
22717	0.002
22900	0.002
23386	0.002
23634	0.002
24750	0.002
26467	0.002
27129	0.002
27726	0.002
27956	0.002
28234	0.002
28324	0.002
31037	0.002
32537	0.002
33744	0.002
34633	0.003
34908	0.002
38152	0.002
38249	0.002
40422	0.002
40581	0.001
41750	0.002
42436	0.002
42630	0.002
44146	0.002
44726	0.002
45020	0.003
46556	0.002
47693	0.002
48457	0.002
48709	0.002
49373	0.002
52130	0.002
53498	0.002
53886	0.002
56717	0.002
56730	0.001
56809	0.002
58190	0.002
58906	0.002
59356	0.002
61000	0.002
61971	0.002
63230	0.002
64663	0.002
65666	0.002
66767	0.002
66918	0.002
67721	0.002
67951	0.002
68013	0.002
69981	0.002
70055	0.002
70853	0.003
76806	0.001
77010	0.002
78169	0.002
82144	0.002
84329	0.002
87272	0.001
88166	0.002
88538	0.002
89625	0.002
89776	0.002
89974	0.001
90484	0.002
90777	0.002
92125	0.002
92249	0.002
93634	0.002
94160	0.002
94620	0.002
95092	0.002
95163	0.002
96330	0.001
96570	0.001
96709	0.002
97305	0.002
97960	0.002
98088	0.002
98826	0.002
99132	0.002
99693	0.002
100157	0.002
103057	0.002
103543	0.002
103986	0.002
106105	0.002
106424	0.002
106856	0.002
107927	0.002
108580	0.002
109491	0.002
109959	0.004
111058	0.002
114304	0.002
117266	0.002
117648	0.002
118428	0.002
119575	0.002
120238	0.002
122385	0.002
123044	0.002
123395	0.002
123555	0.002
124401	0.002
126411	0.002
126823	0.002
126998	0.002
128099	0.002
129390	0.002
129561	0.001
132842	0.002
133532	0.002
135211	0.002
135452	0.002
135571	0.002
136068	0.002
136678	0.002
137512	0.001
139608	0.002
139851	0.003
140192	0.002
140448	0.002
140461	0.002
140924	0.002
142485	0.002
142946	0.002
143031	0.001
144148	0.002
146178	0.002
146223	0.002
147884	0.001
149819	0.002
150470	0.002
153293	0.002
155298	0.002
159132	0.002
159168	0.002
160138	0.001
161065	0.002
162067	0.002
162435	0.002
162945	0.002
165128	0.002
165226	0.002
166459	0.002
169594	0.002
172993	0.002
173197	0.002
174728	0.002
174835	0.002
174848	0.002
176295	0.002
177501	0.001
179314	0.002
179452	0.002
179798	0.002
180095	0.002
180343	0.002
182126	0.002
183040	0.001
183112	0.002
183414	0.002
183501	0.002
183723	0.002
184090	0.002
184458	0.002
184875	0.002
185582	0.002
186124	0.002
186245	0.002
186699	0.002
186723	0.002
188631	0.002
189350	0.002
189434	0.002
190469	0.002
191434	0.002
191913	0.002
191929	0.002
193688	0.002
193977	0.002
194782	0.002
194856	0.002
196632	0.001
199844	0.002
200046	0.002
201738	0.002
201865	0.002
202862	0.002
203667	0.002
203991	0.002
206868	0.002
207342	0.002
208536	0.002
209034	0.002
209271	0.002
209499	0.002
209645	0.002
210469	0.002
211187	0.001
211858	0.002
212505	0.002
215870	0.002
216811	0.002
218979	0.002
220062	0.002
221377	0.002
221531	0.002
222198	0.002
222730	0.002
222932	0.002
225100	0.002
225234	0.002
226460	0.001
226893	0.002
227735	0.002
229004	0.002
229059	0.002
229541	0.002
231374	0.002
233149	0.001
233291	0.002
234674	0.002
235908	0.002
236610	0.001
237363	0.002
237853	0.002
239420	0.002
239473	0.002
239533	0.002
239599	0.002
240221	0.002
243538	0.002
243633	0.002
244066	0.002
244318	0.002
244754	0.002
244891	0.002
246419	0.002
246694	0.002
246969	0.003
252057	0.002
252692	0.002
253221	0.002
253503	0.002
253723	0.002
254053	0.002
255526	0.002
259890	0.002
260210	0.002
260231	0.002
262196	0.002
262668	0.002
264073	0.002
264402	0.002
264526	0.002
265322	0.002
266955	0.002
269545	0.002
270338	0.002
270740	0.002
271095	0.002
271409	0.002
271574	0.002
271726	0.002
272687	0.001
273303	0.001
275579	0.002
276013	0.002
276318	0.002
280015	0.002
282428	0.002
282901	0.002
288643	0.001
289094	0.002
289464	0.002
289468	0.002
290064	0.002
290846	0.002
291192	0.002
295006	0.002
296393	0.001
296706	0.002
297264	0.002
298162	0.002
298685	0.002
299349	0.002
300866	0.001
301365	0.002
302926	0.002
304121	0.002
304363	0.002
305174	0.002
305238	0.002
305241	0.001
305700	0.002
305838	0.002
305861	0.002
307201	0.002
307228	0.002
308316	0.002
308708	0.001
313581	0.002
314036	0.002
316411	0.002
316423	0.002
316986	0.002
317281	0.002
317400	0.002
319049	0.002
322944	0.002
326501	0.002
327139	0.002
328112	0.002
329142	0.002
329239	0.002
329746	0.002
330607	0.002
331346	0.002
331683	0.002
333258	0.002
333699	0.002
335411	0.002
337277	0.002
338972	0.002
339095	0.002
341141	0.002
343141	0.002
344205	0.002
345284	0.002
346137	0.001
346223	0.002
346654	0.002
347944	0.002
348082	0.002
349427	0.002
352326	0.002
352851	0.002
354628	0.002
356887	0.001
357184	0.002
357450	0.002
357496	0.002
357990	0.002
358761	0.002
360262	0.001
360797	0.002
363472	0.002
363825	0.002
364429	0.002
367193	0.002
367381	0.002
370181	0.002
370399	0.002
370713	0.002
371343	0.002
374747	0.002
374957	0.001
375075	0.002
375615	0.001
376127	0.002
377236	0.001
379633	0.002
380298	0.001
380712	0.002
380806	0.001
381788	0.002
382489	0.001
383662	0.002
383803	0.002
384156	0.001
384392	0.002
385503	0.002
386294	0.002
388299	0.002
388714	0.002
388852	0.002
390211	0.002
392925	0.002
393044	0.002
393745	0.002
394896	0.002
396481	0.002
398259	0.002
398384	0.002
398564	0.002
399465	0.002
399537	0.002
400144	0.002
400768	0.002
401993	0.002
402926	0.002
406767	0.002
407045	0.001
408094	0.002
409521	0.002
411590	0.001
412872	0.002
414781	0.002
415965	0.002
416336	0.002
420558	0.002
420694	0.002
420929	0.002
421174	0.002
421918	0.002
422356	0.002
422471	0.001
422850	0.002
423499	0.002
424081	0.002
424969	0.002
425333	0.002
425823	0.002
425967	0.002
426379	0.002
428822	0.002
429075	0.002
429741	0.002
429788	0.002
429971	0.002
430043	0.002
430237	0.002
432225	0.002
436107	0.002
436365	0.002
436417	0.002
436482	0.002
436835	0.002
436933	0.002
437479	0.002
438025	0.002
439793	0.002
441387	0.002
442121	0.002
444197	0.001
444452	0.002
445394	0.002
446441	0.002
447452	0.002
447458	0.002
447639	0.002
449684	0.002
450289	0.002
450591	0.002
451360	0.002
452317	0.002
452688	0.002
453348	0.002
453870	0.002
454805	0.002
455922	0.002
457861	0.002
458524	0.002
459000	0.002
459365	0.002
459382	0.002
462593	0.002
465002	0.001
466706	0.002
471585	0.002
472068	0.002
472151	0.002
473002	0.002
473067	0.002
473787	0.002
474160	0.002
474272	0.002
474614	0.002
475312	0.001
475661	0.002
475707	0.002
476148	0.002
476231	0.002
476510	0.002
477736	0.002
477745	0.002
480053	0.002
481347	0.002
482315	0.002
483745	0.001
486258	0.002
486552	0.002
488271	0.002
488584	0.002
489298	0.002
490031	0.002
490400	0.001
496049	0.002
496385	0.002
497257	0.002
497543	0.002
498174	0.002
500799	0.001
502870	0.002
503175	0.002
504039	0.002
505618	0.001
506756	0.002
507117	0.002
510222	0.002
511057	0.002
511434	0.003
511572	0.002
511682	0.002
511892	0.002
512159	0.002
512824	0.002
513941	0.002
514398	0.001
515334	0.002
515421	0.002
515796	0.002
517834	0.002
519759	0.002
519810	0.002
524485	0.002
524738	0.002
524971	0.001
527117	0.002
527644	0.002
527814	0.003
528181	0.002
528244	0.002
528577	0.002
528896	0.002
529313	0.002
531183	0.002
531257	0.002
534054	0.002
535093	0.002
535512	0.002
536621	0.002
538480	0.002
539930	0.002
540300	0.002
541887	0.002
544709	0.002
545230	0.001
545332	0.002
545582	0.002
545787	0.002
547018	0.002
547524	0.002
548647	0.002
550510	0.002
551387	0.001
551683	0.002
552102	0.002
