5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0.2
14	1
15	1
16	1.5
17	2
18	2.7
19	3.5
20	4.9
21	4.9
22	5.8
23	6.4
24	10.3
25	10.7
26	16.4
27	13.4
28	16
29	19.7
30	22.1
31	23.3
32	34.9
33	32.9
34	36.1
35	37.1
36	55.2
37	52.5
38	59.2
39	65.2
40	75.7
41	75.3
42	97.6
43	111.8
44	105.1
45	105
46	147.1
47	130.6
48	161.2
49	174.9
50	177.2
51	185.4
52	210
53	225
54	230.3
55	255.1
56	292.3
57	272.6
58	307
59	333.4
60	365.2
61	380.1
62	442.8
63	422.4
64	514.3
65	548.2
66	610
67	574.5
68	726.8
69	675
70	886.5
71	777.2
72	944.9
73	814.9
74	943
75	1016.2
76	1095.3
77	1061.7
78	1199.9
79	1247.3
80	1257.5
81	1270.5
82	1309.6
83	1279
84	1562.3
85	1621.4
86	1619.4
87	1835
88	1925.2
89	1935.9
90	2001.9
91	2105.9
92	2209.7
93	2489.3
94	2447.1
95	2359.2
96	2691.5
97	3044.8
98	2918.8
99	3207.5
100	2869.6
