0	5.55
0	6.32
3	12.26
15	20.36
15	24.06
20	29.53
26	23.91
27	35.73
56	45.15
59	61.25
87	72.48
119	134.97
122	97.01
134	103.65
135	109.18
146	103.84
149	106.95
194	127.67
198	155.38
200	146.37
216	140.85
216	161.18
222	242.49
231	157.59
265	176.98
273	188.74
273	190.03
301	198.52
322	220.7
324	221.4
327	209.84
333	225.13
343	220.84
379	278.52
461	320.79
485	337.47
493	350.9
495	372.93
517	370.45
539	354.2
548	410.64
551	364.15
556	383.5
585	446.59
588	421.83
595	416.94
639	444.53
652	466.85
658	492.66
743	569.53
755	556.61
759	574.99
791	578.44
810	623.42
826	648.54
829	630.53
909	734.9
959	730.7
963	801.21
1233	1065.68
1288	1168.69
1293	1194.67
1336	1168.18
1341	1200.09
1356	1275.7
1373	1259.27
1387	1209.22
1422	1308.58
1472	1404.69
1539	1419.77
1561	1510.85
1585	1424.77
1596	1533.06
1801	2179.49
1928	2007.31
1958	1985.24
1986	2752.2
2010	2194.03
2019	2117.74
2044	2211.44
2136	2364.32
2185	2316.01
2192	2404.28
2198	2452.39
2235	2355.28
2240	2594.94
2266	2506.17
2313	2530.35
2394	2701.53
2398	2792.04
2451	2785.98
2547	3050.69
2558	2959.95
2610	2946.46
2655	3179.61
2668	3262.51
2699	3289.64
2958	3767.92
2959	3719.89
3139	3739.78
