0	5.45
0	5.46
0	5.64
0	5.64
0	5.75
0	5.76
0	5.83
0	5.87
0	5.88
0	5.96
0	6.04
0	6.42
0	7.64
1	8.17
1	9
1	9.24
1	9.41
2	9.22
2	12.16
3	8.94
3	8.98
3	9.04
3	9.25
3	11.93
3	12.21
3	12.65
3	12.85
3	15.16
4	12.23
4	12.32
4	12.39
4	13.85
5	12.18
5	15.67
6	13.17
6	13.92
6	15.39
6	15.53
6	15.85
7	15.77
7	16.07
7	16.25
7	16.45
7	16.52
7	19.64
8	16.17
9	16.55
9	19.08
9	19.1
10	16.55
10	20.44
10	20.48
10	22.62
10	23.04
11	16.38
11	16.41
11	19.78
12	17.19
12	17.62
12	19.79
13	16.91
13	20.18
13	20.3
13	21.99
13	23.54
13	23.56
14	19.72
14	23.45
15	20.34
15	21.18
15	23.66
15	28.19
17	28.91
18	19.56
18	26.3
19	26.87
19	30.37
19	32.53
19	38.48
20	19.01
20	26.02
20	29.31
22	23.01
22	29.92
24	30.09
25	31.81
25	34
25	37.01
26	33.57
26	46.19
28	27.73
28	31.58
28	31.67
28	38
28	38.69
29	31.58
30	35.08
30	37.8
31	38.46
33	39
